director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,Comedy,the big year,Comedy Joel McHaleKevin Pollak JoBeth Williams the big year David Frankel
David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,Crime Drama,american hustle,Crime Drama Jennifer LawrenceChristian Bale Bradley Cooper american hustle David O. Russell
Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,Comedy Drama Romance,the proposal,Comedy Drama Romance Ryan ReynoldsDenis O'Hare Craig T. Nelson the proposal Anne Fletcher
Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,Crime Mystery Thriller,double jeopardy,Crime Mystery Thriller Bruce GreenwoodAnnabeth Gish Bruce Campbell double jeopardy Bruce Beresford
Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi,back to the future part ii,Adventure Comedy Sci-Fi Lea ThompsonJeffrey Weissman Thomas F. Wilson back to the future part ii Robert Zemeckis
Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,Action Sci-Fi Thriller,lucy,Action Sci-Fi Thriller Scarlett JohanssonMorgan Freeman Amr Waked lucy Luc Besson
Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Callum Rennie,Drama Romance,fifty shades of grey,Drama Romance Jennifer EhleLuke Grimes Callum Rennie fifty shades of grey Sam Taylor-Johnson
Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,spy kids 3-d: game over,Action Adventure Comedy Family Sci-Fi Sylvester StalloneSalma Hayek Alexa PenaVega spy kids 3-d: game over Robert Rodriguez
Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,Crime Drama Thriller,a time to kill,Crime Drama Thriller Kevin SpaceyMatthew McConaughey Oliver Platt a time to kill Joel Schumacher
Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,Comedy Family,cheaper by the dozen,Comedy Family Tom WellingAlyson Stoner Bonnie Hunt cheaper by the dozen Shawn Levy
Peter Berg,Jerry Ferrara,Scott Elrod,Dan Bilzerian,Action Biography Drama Thriller War,lone survivor,Action Biography Drama Thriller War Jerry FerraraScott Elrod Dan Bilzerian lone survivor Peter Berg
Penny Marshall,Tom Hanks,Lori Petty,Rosie O'Donnell,Comedy Drama Sport,a league of their own,Comedy Drama Sport Tom HanksLori Petty Rosie O'Donnell a league of their own Penny Marshall
James Wan,Javier Botet,Frances O'Connor,Robin Atkin Downes,Horror Mystery Thriller,the conjuring 2,Horror Mystery Thriller Javier BotetFrances O'Connor Robin Atkin Downes the conjuring 2 James Wan
David Fincher,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,Biography Drama,the social network,Biography Drama Andrew GarfieldDustin Fitzsimons Marcella Lentz-Pope the social network David Fincher
Ken Kwapis,Carmen Perez,Sabrina Revelle,Sachiko Ishida,Comedy Drama Romance,he's just not that into you,Comedy Drama Romance Carmen PerezSabrina Revelle Sachiko Ishida he's just not that into you Ken Kwapis
David Zucker,Beau Mirchoff,Carmen Electra,Regina Hall,Comedy,scary movie 4,Comedy Beau MirchoffCarmen Electra Regina Hall scary movie 4 David Zucker
Wes Craven,Kelly Rutherford,Roger Jackson,Nancy O'Dell,Horror Mystery,scream 3,Horror Mystery Kelly RutherfordRoger Jackson Nancy O'Dell scream 3 Wes Craven
Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi Western,back to the future part iii,Adventure Comedy Sci-Fi Western Lea ThompsonJeffrey Weissman Thomas F. Wilson back to the future part iii Robert Zemeckis
Etan Cohen,Will Ferrell,Alison Brie,Craig T. Nelson,Comedy Crime,get hard,Comedy Crime Will FerrellAlison Brie Craig T. Nelson get hard Etan Cohen
Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman,Fantasy Horror Romance,bram stoker's dracula,Fantasy Horror Romance Keanu ReevesAnthony Hopkins Gary Oldman bram stoker's dracula Francis Ford Coppola
Nora Ephron,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,Biography Drama Romance,julie & julia,Biography Drama Romance Meryl StreepMary Lynn Rajskub Vanessa Ferlito julie & julia Nora Ephron
Brian Helgeland,Harrison Ford,Christopher Meloni,Nicole Beharie,Biography Drama Sport,42,Biography Drama Sport Harrison FordChristopher Meloni Nicole Beharie 42 Brian Helgeland
Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,Crime Drama Thriller,the talented mr. ripley,Crime Drama Thriller Philip Seymour HoffmanMatt Damon Jack Davenport the talented mr. ripley Anthony Minghella
Bobby Farrelly,Bill Murray,Kathleen Turner,Rob Riggle,Comedy,dumb and dumber to,Comedy Bill MurrayKathleen Turner Rob Riggle dumb and dumber to Bobby Farrelly
Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,Adventure Drama Family,eight below,Adventure Drama Family Paul WalkerBruce Greenwood Wendy Crewson eight below Frank Marshall
Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,Comedy Drama,the intern,Comedy Drama Robert De NiroAnne Hathaway Rene Russo the intern Nancy Meyers
Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill,Action Comedy,ride along 2,Action Comedy Olivia MunnNadine Velazquez Bruce McGill ride along 2 Tim Story
Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,the last of the mohicans,Action Adventure Drama Romance War Wes StudiTerry Kinney Eric Schweig the last of the mohicans Michael Mann
Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,Biography Drama Music,ray,Biography Drama Music Bokeem WoodbineCurtis Armstrong Harry Lennix ray Taylor Hackford
Frank Miller,Rosario Dawson,Powers Boothe,Jason Douglas,Crime Thriller,sin city,Crime Thriller Rosario DawsonPowers Boothe Jason Douglas sin city Frank Miller
Pete Travis,Dennis Quaid,Edgar Ramírez,William Hurt,Crime Drama Mystery Thriller,vantage point,Crime Drama Mystery Thriller Dennis QuaidEdgar Ramírez William Hurt vantage point Pete Travis
John Hamburg,J.K. Simmons,Jon Favreau,Jane Curtin,Comedy Romance,"i love you, man","Comedy Romance J.K. SimmonsJon Favreau Jane Curtin i love you, man John Hamburg"
Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,Comedy Drama Fantasy Romance,shallow hal,Comedy Drama Fantasy Romance Jason AlexanderBruce McGill Susan Ward shallow hal Bobby Farrelly
Oliver Stone,Sally Kirkland,Jay O. Sanders,Cheryl Penland,Drama History Thriller,jfk,Drama History Thriller Sally KirklandJay O. Sanders Cheryl Penland jfk Oliver Stone
John Whitesell,Chloë Grace Moretz,Nia Long,Marisol Nichols,Comedy Crime,big momma's house 2,Comedy Crime Chloë Grace MoretzNia Long Marisol Nichols big momma's house 2 John Whitesell
Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,Adventure Comedy Crime Romance,the mexican,Adventure Comedy Crime Romance J.K. SimmonsBrad Pitt Julia Roberts the mexican Gore Verbinski
Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,Biography Drama Sport War,unbroken,Biography Drama Sport War Finn WittrockJack O'Connell Alex Russell unbroken Angelina Jolie Pitt
Burr Steers,Matthew Perry,Hunter Parrish,Thomas Lennon,Comedy Drama Family Fantasy Romance,17 again,Comedy Drama Family Fantasy Romance Matthew PerryHunter Parrish Thomas Lennon 17 again Burr Steers
Nick Cassavetes,Don Johnson,Kate Upton,David Thornton,Comedy Romance,the other woman,Comedy Romance Don JohnsonKate Upton David Thornton the other woman Nick Cassavetes
David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,Horror,the final destination,Horror Krista AllenAndrew Fiscella Shantel VanSanten the final destination David R. Ellis
Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan,Drama History Thriller,bridge of spies,Drama History Thriller Tom HanksMark Rylance Amy Ryan bridge of spies Steven Spielberg
John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,Action Drama Thriller War,behind enemy lines,Action Drama Thriller War Joaquim de AlmeidaDavid Keith Sam Jaeger behind enemy lines John Moore
Nicholas Stoller,Pink,Mario Lopez,Lino Facioli,Comedy Music,get him to the greek,Comedy Music PinkMario Lopez Lino Facioli get him to the greek Nicholas Stoller
Peter Chelsom,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,Comedy Drama Romance,shall we dance,Comedy Drama Romance Lisa Ann WalterNick Cannon Omar Benson Miller shall we dance Peter Chelsom
Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,Action Adventure Comedy Family Sci-Fi,small soldiers,Action Adventure Comedy Family Sci-Fi Kirsten DunstDenis Leary Robert Picardo small soldiers Joe Dante
Mark A.Z. Dippé,Michael Jai White,Frank Welker,Miko Hughes,Action Horror,spawn,Action Horror Michael Jai WhiteFrank Welker Miko Hughes spawn Mark A.Z. Dippé
Kevin Reynolds,Henry Cavill,James Frain,Michael Wincott,Action Adventure Drama Romance Thriller,the count of monte cristo,Action Adventure Drama Romance Thriller Henry CavillJames Frain Michael Wincott the count of monte cristo Kevin Reynolds
Brad Furman,Matthew McConaughey,Margarita Levieva,Frances Fisher,Crime Drama Thriller,the lincoln lawyer,Crime Drama Thriller Matthew McConaugheyMargarita Levieva Frances Fisher the lincoln lawyer Brad Furman
Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,Drama Mystery Sci-Fi Thriller,the prestige,Drama Mystery Sci-Fi Thriller Christian BaleHugh Jackman Scarlett Johansson the prestige Christopher Nolan
Sean Anders,Kevin Spacey,Christoph Waltz,Lindsay Sloane,Comedy Crime,horrible bosses 2,Comedy Crime Kevin SpaceyChristoph Waltz Lindsay Sloane horrible bosses 2 Sean Anders
Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Adventure Animation Comedy Family Sci-Fi,escape from planet earth,Adventure Animation Comedy Family Sci-Fi Brendan FraserPaul Scheer Jonathan Morgan Heit escape from planet earth Cal Brunker
Mel Gibson,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,Action Adventure Drama Thriller,apocalypto,Action Adventure Drama Thriller Rudy YoungbloodDalia Hernández Jonathan Brewer apocalypto Mel Gibson
John Glen,Joe Don Baker,Desmond Llewelyn,Art Malik,Action Adventure Thriller,the living daylights,Action Adventure Thriller Joe Don BakerDesmond Llewelyn Art Malik the living daylights John Glen
Nimród Antal,Topher Grace,Alice Braga,Derek Mears,Action Adventure Sci-Fi Thriller,predators,Action Adventure Sci-Fi Thriller Topher GraceAlice Braga Derek Mears predators Nimród Antal
Ivan Reitman,Brian Dennehy,Debra Winger,Roscoe Lee Browne,Comedy Crime Romance,legal eagles,Comedy Crime Romance Brian DennehyDebra Winger Roscoe Lee Browne legal eagles Ivan Reitman
David Koepp,Johnny Depp,Charles S. Dutton,Timothy Hutton,Mystery Thriller,secret window,Mystery Thriller Johnny DeppCharles S. Dutton Timothy Hutton secret window David Koepp
Alejandro Agresti,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,Drama Fantasy Romance,the lake house,Drama Fantasy Romance Keanu ReevesDylan Walsh Ebon Moss-Bachrach the lake house Alejandro Agresti
Iain Softley,Gena Rowlands,Deneen Tyler,Joy Bryant,Horror Mystery Thriller,the skeleton key,Horror Mystery Thriller Gena RowlandsDeneen Tyler Joy Bryant the skeleton key Iain Softley
Peter Hedges,Jennifer Garner,Odeya Rush,Common,Comedy Drama Family Fantasy,the odd life of timothy green,Comedy Drama Family Fantasy Jennifer GarnerOdeya Rush Common the odd life of timothy green Peter Hedges
Paul Weiland,Busy Philipps,Beau Garrett,Kevin Sussman,Comedy Romance,made of honor,Comedy Romance Busy PhilippsBeau Garrett Kevin Sussman made of honor Paul Weiland
Clint Eastwood,Johnny Cannizzaro,Steve Schirripa,Scott Vance,Biography Drama Music Musical,jersey boys,Biography Drama Music Musical Johnny CannizzaroSteve Schirripa Scott Vance jersey boys Clint Eastwood
Francis Ford Coppola,Matt Damon,Dean Stockwell,Virginia Madsen,Crime Drama Thriller,the rainmaker,Crime Drama Thriller Matt DamonDean Stockwell Virginia Madsen the rainmaker Francis Ford Coppola
Mathieu Kassovitz,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,Horror Mystery Thriller,gothika,Horror Mystery Thriller Robert Downey Jr.Charles S. Dutton Bernard Hill gothika Mathieu Kassovitz
Steven Spielberg,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,Drama History,amistad,Drama History Anthony HopkinsMorgan Freeman Matthew McConaughey amistad Steven Spielberg
John McTiernan,Lorraine Bracco,José Wilker,Sean Connery,Adventure Drama Romance,medicine man,Adventure Drama Romance Lorraine BraccoJosé Wilker Sean Connery medicine man John McTiernan
Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte,Action Horror Sci-Fi Thriller,aliens vs. predator: requiem,Action Horror Sci-Fi Thriller Sam TrammellJohnny Lewis Ian Whyte aliens vs. predator: requiem Colin Strause
Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde,Comedy Family,ri¢hie ri¢h,Comedy Family Macaulay CulkinJohn Larroquette Jonathan Hyde ri¢hie ri¢h Donald Petrie
Joan Chen,J.K. Simmons,Sam Trammell,Elaine Stritch,Drama Romance,autumn in new york,Drama Romance J.K. SimmonsSam Trammell Elaine Stritch autumn in new york Joan Chen
Marc Lawrence,Brad Garrett,Scott Porter,Haley Bennett,Comedy Music Romance,music and lyrics,Comedy Music Romance Brad GarrettScott Porter Haley Bennett music and lyrics Marc Lawrence
Greg Mottola,Bobby Lee,Nelson Ascencio,Jeremy Owen,Adventure Comedy Sci-Fi,paul,Adventure Comedy Sci-Fi Bobby LeeNelson Ascencio Jeremy Owen paul Greg Mottola
Anne Fletcher,Miriam Margolyes,Tom Virtue,Julene Renee,Comedy Drama,the guilt trip,Comedy Drama Miriam MargolyesTom Virtue Julene Renee the guilt trip Anne Fletcher
Wes Craven,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Horror Mystery,scream 4,Horror Mystery Alison BrieAimee Teegarden Shenae Grimes-Beech scream 4 Wes Craven
Joel Schumacher,Nicolas Cage,Chris Bauer,Anthony Heald,Mystery Thriller,8mm,Mystery Thriller Nicolas CageChris Bauer Anthony Heald 8mm Joel Schumacher
Oliver Stone,Michael Wincott,Kevin Dillon,Kathleen Quinlan,Biography Drama Music Musical,the doors,Biography Drama Music Musical Michael WincottKevin Dillon Kathleen Quinlan the doors Oliver Stone
Jake Kasdan,James Wilcox,Randall Park,Nat Faxon,Comedy,sex tape,Comedy James WilcoxRandall Park Nat Faxon sex tape Jake Kasdan
Diane Keaton,Adam Arkin,Celia Weston,Jesse James,Comedy Drama,hanging up,Comedy Drama Adam ArkinCelia Weston Jesse James hanging up Diane Keaton
Steven Quale,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,Horror,final destination 5,Horror Emma BellJacqueline MacInnes Wood Courtney B. Vance final destination 5 Steven Quale
Kelly Makin,Jeanne Tripplehorn,Burt Young,Vincent Pastore,Comedy Crime Romance,mickey blue eyes,Comedy Crime Romance Jeanne TripplehornBurt Young Vincent Pastore mickey blue eyes Kelly Makin
Mimi Leder,Kevin Spacey,Haley Joel Osment,Angie Dickinson,Drama,pay it forward,Drama Kevin SpaceyHaley Joel Osment Angie Dickinson pay it forward Mimi Leder
Bobby Farrelly,Jimmy Fallon,KaDee Strickland,Ione Skye,Comedy Drama Romance Sport,fever pitch,Comedy Drama Romance Sport Jimmy FallonKaDee Strickland Ione Skye fever pitch Bobby Farrelly
unknown,Bruce Dinsmore,Melissa Altro,Daniel Brochu,Animation Comedy Family,arthur            ,Animation Comedy Family Bruce DinsmoreMelissa Altro Daniel Brochu arthur             unknown
Steven Brill,Lisa Ann Walter,Shaun Weiss,Matt Walsh,Comedy Drama,drillbit taylor,Comedy Drama Lisa Ann WalterShaun Weiss Matt Walsh drillbit taylor Steven Brill
Seth MacFarlane,Liam Neeson,Charlize Theron,Seth MacFarlane,Comedy Western,a million ways to die in the west,Comedy Western Liam NeesonCharlize Theron Seth MacFarlane a million ways to die in the west Seth MacFarlane
Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,Action Adventure Crime Fantasy Mystery Thriller,the shadow,Action Adventure Crime Fantasy Mystery Thriller Jonathan WintersPeter Boyle John Kapelos the shadow Russell Mulcahy
Stephen Daldry,Tom Hanks,Thomas Horn,Stephen Henderson,Adventure Drama Mystery,extremely loud & incredibly close,Adventure Drama Mystery Tom HanksThomas Horn Stephen Henderson extremely loud & incredibly close Stephen Daldry
Roger Michell,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,Comedy Drama Romance,morning glory,Comedy Drama Romance Noah BeanPatti D'Arbanville Vanessa Aspillaga morning glory Roger Michell
Jim Sheridan,50 Cent,Bill Duke,Marc John Jefferies,Biography Crime Drama Music,get rich or die tryin',Biography Crime Drama Music 50 CentBill Duke Marc John Jefferies get rich or die tryin' Jim Sheridan
Christian Duguay,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,Action Adventure Crime Thriller,the art of war,Action Adventure Crime Thriller Michael BiehnCary-Hiroyuki Tagawa Anne Archer the art of war Christian Duguay
Chris Columbus,Rosario Dawson,David Fine,Jesse L. Martin,Drama Musical Romance,rent,Drama Musical Romance Rosario DawsonDavid Fine Jesse L. Martin rent Chris Columbus
Chuck Russell,Rufus Sewell,Jimmy Smits,Angela Bettis,Crime Drama Horror Thriller,bless the child,Crime Drama Horror Thriller Rufus SewellJimmy Smits Angela Bettis bless the child Chuck Russell
Sam Weisman,Oliver Hudson,Valerie Perri,Carlease Burke,Comedy,the out-of-towners,Comedy Oliver HudsonValerie Perri Carlease Burke the out-of-towners Sam Weisman
John Frankenheimer,Marlon Brando,Temuera Morrison,Marco Hofschneider,Horror Sci-Fi Thriller,the island of dr. moreau,Horror Sci-Fi Thriller Marlon BrandoTemuera Morrison Marco Hofschneider the island of dr. moreau John Frankenheimer
Peter Hyams,Catherine Deneuve,Justin Chambers,Stephen Rea,Action Adventure Romance,the musketeer,Action Adventure Romance Catherine DeneuveJustin Chambers Stephen Rea the musketeer Peter Hyams
Justin Chadwick,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,Biography Drama History Romance,the other boleyn girl,Biography Drama History Romance Natalie PortmanScarlett Johansson Benedict Cumberbatch the other boleyn girl Justin Chadwick
Pat O'Connor,Keanu Reeves,Charlize Theron,Frank Langella,Drama Romance,sweet november,Drama Romance Keanu ReevesCharlize Theron Frank Langella sweet november Pat O'Connor
Stephen Hopkins,Stephen Rea,Andrea Frankle,William Ragsdale,Horror Thriller,the reaping,Horror Thriller Stephen ReaAndrea Frankle William Ragsdale the reaping Stephen Hopkins
Martin Scorsese,Robert De Niro,David Carradine,David Proval,Crime Drama Romance Thriller,mean streets,Crime Drama Romance Thriller Robert De NiroDavid Carradine David Proval mean streets Martin Scorsese
